"latitude";"longitude";"commune";"departement";"region";"presente";"instruction_en_cours";"instruit";"autorise";"refuse";"abandonne";"en_construction";"construit";"repower";"recours";"demoli";"en_service";"date_presentation";"date_decision";"date_depot";"date_realisation";"date_mise_en_service";"date_repower";"date_recours";"date_demolition";"modele";"hauteur";"puissance";"id_parc";"puissance_parc";"nb_mats_parc";"offshore";"note"
49.905033;0.23508333;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.91005;0.26446667;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.91255;0.27918333;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.90705;0.19461666;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.909565;0.20931667;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.912083;0.22399999;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.9146;0.23871666;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.919617;0.2681;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.922115;0.28281668;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.919117;0.21293333;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.921635;0.22763333;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.92415;0.24235001;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.92665;0.25703332;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.929165;0.27173334;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.931667;0.28643334;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.928684;0.21656667;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.9312;0.23126668;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.9337;0.24596667;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.93622;0.26066667;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.938717;0.27536666;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.941235;0.29006666;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
